66.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:16:32.0 (79176678)|HEAP_ALLOCATE|[128]|Bytes:5
16:16:32.0 (79190469)|HEAP_ALLOCATE|[128]|Bytes:20
16:16:32.0 (79197839)|VARIABLE_SCOPE_BEGIN|[128]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (79243059)|VARIABLE_ASSIGNMENT|[128]|Checklist|{"Id":"a1J2t000000nVo6EAE","Options__c":"Yes ; No","Answer_Type__c":"Single","Question__c":"Do you Think your Ne (44 more) ..."}|0x59096066
16:16:32.0 (79251120)|STATEMENT_EXECUTE|[128]
16:16:32.0 (79257249)|STATEMENT_EXECUTE|[129]
16:16:32.0 (79267220)|HEAP_ALLOCATE|[128]|Bytes:5
16:16:32.0 (79277740)|HEAP_ALLOCATE|[128]|Bytes:20
16:16:32.0 (79284460)|VARIABLE_SCOPE_BEGIN|[128]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (79317432)|VARIABLE_ASSIGNMENT|[128]|Checklist|{"Id":"a1J2t000002JSnbEAG","Options__c":"1. 25 years;2. 25-35 (58 more) ...","Answer_Type__c":"Single","Question__c":"Age Group"}|0x62ca8aed
16:16:32.0 (79323562)|STATEMENT_EXECUTE|[128]
16:16:32.0 (79327962)|STATEMENT_EXECUTE|[129]
16:16:32.0 (79337331)|HEAP_ALLOCATE|[128]|Bytes:5
16:16:32.0 (79347313)|HEAP_ALLOCATE|[128]|Bytes:20
16:16:32.0 (79353252)|VARIABLE_SCOPE_BEGIN|[128]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (79384262)|VARIABLE_ASSIGNMENT|[128]|Checklist|{"Id":"a1J2t000002JSngEAG","Options__c":"Male;Female","Answer_Type__c":"Single","Question__c":"Gender"}|0x751b9ff4
16:16:32.0 (79391354)|STATEMENT_EXECUTE|[128]
16:16:32.0 (79395474)|STATEMENT_EXECUTE|[129]
16:16:32.0 (79404863)|HEAP_ALLOCATE|[128]|Bytes:5
16:16:32.0 (79415604)|HEAP_ALLOCATE|[128]|Bytes:20
16:16:32.0 (79422284)|VARIABLE_SCOPE_BEGIN|[128]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (79454235)|VARIABLE_ASSIGNMENT|[128]|Checklist|{"Id":"a1J2t000002JSqKEAW","Options__c":"National;Global/Inte (110 more) ...","Answer_Type__c":"Multi Select","Question__c":"Which Section of The (40 more) ..."}|0x259af1e4
16:16:32.0 (79460664)|STATEMENT_EXECUTE|[128]
16:16:32.0 (79464845)|STATEMENT_EXECUTE|[129]
16:16:32.0 (79474025)|HEAP_ALLOCATE|[128]|Bytes:5
16:16:32.0 (79486695)|VARIABLE_ASSIGNMENT|[128]|Checklist|null|
16:16:32.0 (79491305)|STATEMENT_EXECUTE|[136]
16:16:32.0 (79494185)|HEAP_ALLOCATE|[136]|Bytes:10
16:16:32.0 (79647619)|HEAP_ALLOCATE|[136]|Bytes:744
16:16:32.0 (79672810)|HEAP_ALLOCATE|[136]|Bytes:754
16:16:32.0 (79694681)|USER_DEBUG|[136]|DEBUG|Readerlist(Reader_Insight__c:{Id=a1J2t000000nVo6EAE, Options__c=Yes ; No, Question__c=Do you Think your Newspaper is giving you all the required news?, Answer_Type__c=Single}, Reader_Insight__c:{Id=a1J2t000002JSnbEAG, Options__c=1. 25 years;2. 25-35 years;3. 35-45 years;4. 45+ years;5. Do not want to share, Question__c=Age Group, Answer_Type__c=Single}, Reader_Insight__c:{Id=a1J2t000002JSngEAG, Options__c=Male;Female, Question__c=Gender, Answer_Type__c=Single}, Reader_Insight__c:{Id=a1J2t000002JSqKEAW, Options__c=National;Global/International;Local/City News;Business;Sports;Entertainment/TIMS;Technology;Editorial/Opinion;No Favourite Section, Question__c=Which Section of The Times Group Publication you like most ?, Answer_Type__c=Multi Select})
16:16:32.0 (79710870)|STATEMENT_EXECUTE|[137]
16:16:32.0 (79841904)|HEAP_ALLOCATE|[137]|Bytes:744
16:16:32.0 (79857135)|HEAP_ALLOCATE|[137]|Bytes:754
16:16:32.0 (79867234)|USER_DEBUG|[137]|DEBUG|Readerlist(Reader_Insight__c:{Id=a1J2t000000nVo6EAE, Options__c=Yes ; No, Question__c=Do you Think your Newspaper is giving you all the required news?, Answer_Type__c=Single}, Reader_Insight__c:{Id=a1J2t000002JSqKEAW, Options__c=National;Global/International;Local/City News;Business;Sports;Entertainment/TIMS;Technology;Editorial/Opinion;No Favourite Section, Question__c=Which Section of The Times Group Publication you like most ?, Answer_Type__c=Multi Select}, Reader_Insight__c:{Id=a1J2t000002JSnbEAG, Options__c=1. 25 years;2. 25-35 years;3. 35-45 years;4. 45+ years;5. Do not want to share, Question__c=Age Group, Answer_Type__c=Single}, Reader_Insight__c:{Id=a1J2t000002JSngEAG, Options__c=Male;Female, Question__c=Gender, Answer_Type__c=Single})
16:16:32.0 (79879855)|STATEMENT_EXECUTE|[138]
16:16:32.0 (79892526)|HEAP_ALLOCATE|[138]|Bytes:4
16:16:32.0 (79943106)|VARIABLE_SCOPE_BEGIN|[138]|wrplist|List<ReaderInsightFormController.qstionwrapperx>|true|false
16:16:32.0 (79963636)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (79976098)|VARIABLE_ASSIGNMENT|[138]|wrplist|[]|0x15a4b75f
16:16:32.0 (80012308)|HEAP_ALLOCATE|[139]|Bytes:5
16:16:32.0 (80025358)|HEAP_ALLOCATE|[139]|Bytes:20
16:16:32.0 (80034099)|VARIABLE_SCOPE_BEGIN|[139]|rIc|Reader_Insight__c|true|false
16:16:32.0 (80080149)|VARIABLE_ASSIGNMENT|[139]|rIc|{"Id":"a1J2t000000nVo6EAE","Options__c":"Yes ; No","Answer_Type__c":"Single","Question__c":"Do you Think your Ne (44 more) ..."}|0x59096066
16:16:32.0 (80087820)|STATEMENT_EXECUTE|[139]
16:16:32.0 (80090149)|STATEMENT_EXECUTE|[140]
16:16:32.0 (80106211)|HEAP_ALLOCATE|[140]|Bytes:188
16:16:32.0 (80132520)|HEAP_ALLOCATE|[140]|Bytes:11
16:16:32.0 (80140542)|HEAP_ALLOCATE|[140]|Bytes:28
16:16:32.0 (80161951)|CONSTRUCTOR_ENTRY|[140]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.qstionwrapperx
16:16:32.0 (80190183)|VARIABLE_SCOPE_BEGIN|[2]|this|ReaderInsightFormController.qstionwrapperx|true|false
16:16:32.0 (80324576)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x3dddad4a
16:16:32.0 (80337845)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
16:16:32.0 (82626602)|STATEMENT_EXECUTE|[2]
16:16:32.0 (82631312)|STATEMENT_EXECUTE|[3]
16:16:32.0 (82633962)|STATEMENT_EXECUTE|[4]
16:16:32.0 (82635922)|STATEMENT_EXECUTE|[5]
16:16:32.0 (82638171)|STATEMENT_EXECUTE|[6]
16:16:32.0 (82640232)|STATEMENT_EXECUTE|[7]
16:16:32.0 (82642242)|STATEMENT_EXECUTE|[8]
16:16:32.0 (82648242)|CONSTRUCTOR_EXIT|[140]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.qstionwrapperx
16:16:32.0 (82661141)|VARIABLE_SCOPE_BEGIN|[140]|qwrp|ReaderInsightFormController.qstionwrapperx|true|false
16:16:32.0 (82690782)|VARIABLE_ASSIGNMENT|[140]|qwrp|{}|0x3dddad4a
16:16:32.0 (82695803)|STATEMENT_EXECUTE|[141]
16:16:32.0 (82708213)|HEAP_ALLOCATE|[141]|Bytes:4
16:16:32.0 (82773694)|VARIABLE_SCOPE_BEGIN|[141]|optlist|List<ReaderInsightFormController.options>|true|false
16:16:32.0 (82797425)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (82809446)|VARIABLE_ASSIGNMENT|[141]|optlist|[]|0xc57c34
16:16:32.0 (82814166)|STATEMENT_EXECUTE|[142]
16:16:32.0 (82857927)|HEAP_ALLOCATE|[142]|Bytes:1
16:16:32.0 (82910857)|HEAP_ALLOCATE|[142]|Bytes:4
16:16:32.0 (82915649)|HEAP_ALLOCATE|[142]|Bytes:3
16:16:32.0 (82919868)|HEAP_ALLOCATE|[142]|Bytes:12
16:16:32.0 (82946759)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
16:16:32.0 (82958130)|VARIABLE_ASSIGNMENT|[142]|plValues|["Yes "," No"]|0x306b2d3c
16:16:32.0 (83007030)|HEAP_ALLOCATE|[143]|Bytes:5
16:16:32.0 (83024300)|HEAP_ALLOCATE|[143]|Bytes:4
16:16:32.0 (83032700)|VARIABLE_SCOPE_BEGIN|[143]|str|String|false|false
16:16:32.0 (83042482)|VARIABLE_ASSIGNMENT|[143]|str|"Yes "
16:16:32.0 (83046842)|STATEMENT_EXECUTE|[143]
16:16:32.0 (83048972)|STATEMENT_EXECUTE|[144]
16:16:32.0 (83059892)|HEAP_ALLOCATE|[144]|Bytes:104
16:16:32.0 (83065501)|HEAP_ALLOCATE|[144]|Bytes:5
16:16:32.0 (83072911)|HEAP_ALLOCATE|[144]|Bytes:12
16:16:32.0 (83081672)|CONSTRUCTOR_ENTRY|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (83100373)|VARIABLE_SCOPE_BEGIN|[11]|this|ReaderInsightFormController.options|true|false
16:16:32.0 (83130913)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x608c7186
16:16:32.0 (83198704)|STATEMENT_EXECUTE|[11]
16:16:32.0 (83201415)|STATEMENT_EXECUTE|[12]
16:16:32.0 (83203615)|STATEMENT_EXECUTE|[13]
16:16:32.0 (83207145)|CONSTRUCTOR_EXIT|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (83213835)|VARIABLE_SCOPE_BEGIN|[144]|opt|ReaderInsightFormController.options|true|false
16:16:32.0 (83226355)|VARIABLE_ASSIGNMENT|[144]|opt|{}|0x608c7186
16:16:32.0 (83231305)|STATEMENT_EXECUTE|[145]
16:16:32.0 (83272396)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x608c7186
16:16:32.0 (83282516)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Yes "
16:16:32.0 (83295957)|VARIABLE_ASSIGNMENT|[12]|this.label|"Yes "|0x608c7186
16:16:32.0 (83305437)|STATEMENT_EXECUTE|[146]
16:16:32.0 (83337718)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"Yes "}|0x608c7186
16:16:32.0 (83347089)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Yes "
16:16:32.0 (83356329)|VARIABLE_ASSIGNMENT|[13]|this.value|"Yes "|0x608c7186
16:16:32.0 (83366308)|STATEMENT_EXECUTE|[147]
16:16:32.0 (83386500)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (83403260)|HEAP_ALLOCATE|[143]|Bytes:5
16:16:32.0 (83413891)|HEAP_ALLOCATE|[143]|Bytes:3
16:16:32.0 (83420731)|VARIABLE_SCOPE_BEGIN|[143]|str|String|false|false
16:16:32.0 (83429501)|VARIABLE_ASSIGNMENT|[143]|str|" No"
16:16:32.0 (83433341)|STATEMENT_EXECUTE|[143]
16:16:32.0 (83435411)|STATEMENT_EXECUTE|[144]
16:16:32.0 (83439301)|HEAP_ALLOCATE|[144]|Bytes:12
16:16:32.0 (83444541)|CONSTRUCTOR_ENTRY|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (83450181)|VARIABLE_SCOPE_BEGIN|[11]|this|ReaderInsightFormController.options|true|false
16:16:32.0 (83462342)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x6c3be600
16:16:32.0 (83475601)|STATEMENT_EXECUTE|[11]
16:16:32.0 (83477831)|STATEMENT_EXECUTE|[12]
16:16:32.0 (83479841)|STATEMENT_EXECUTE|[13]
16:16:32.0 (83482982)|CONSTRUCTOR_EXIT|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (83489161)|VARIABLE_SCOPE_BEGIN|[144]|opt|ReaderInsightFormController.options|true|false
16:16:32.0 (83500602)|VARIABLE_ASSIGNMENT|[144]|opt|{}|0x6c3be600
16:16:32.0 (83504962)|STATEMENT_EXECUTE|[145]
16:16:32.0 (83518752)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x6c3be600
16:16:32.0 (83527903)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|" No"
16:16:32.0 (83536673)|VARIABLE_ASSIGNMENT|[12]|this.label|" No"|0x6c3be600
16:16:32.0 (83544494)|STATEMENT_EXECUTE|[146]
16:16:32.0 (83558123)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":" No"}|0x6c3be600
16:16:32.0 (83567534)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|" No"
16:16:32.0 (83579055)|VARIABLE_ASSIGNMENT|[13]|this.value|" No"|0x6c3be600
16:16:32.0 (83591124)|STATEMENT_EXECUTE|[147]
16:16:32.0 (83601065)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (83620496)|HEAP_ALLOCATE|[143]|Bytes:5
16:16:32.0 (83639176)|VARIABLE_ASSIGNMENT|[143]|str|null
16:16:32.0 (83648045)|STATEMENT_EXECUTE|[149]
16:16:32.0 (83693956)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x3dddad4a
16:16:32.0 (83715298)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[{"label":"Yes ","value":"Yes "},{"label":" No","value":" No"}]|0xc57c34
16:16:32.0 (83731978)|VARIABLE_ASSIGNMENT|[8]|this.option|[{"label":"Yes ","value":"Yes "},{"label":" No","value":" No"}]|0x3dddad4a
16:16:32.0 (83740677)|STATEMENT_EXECUTE|[150]
16:16:32.0 (83805359)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"option":"0xc57c34"}|0x3dddad4a
16:16:32.0 (83818839)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Do you Think your Ne (44 more) ..."
16:16:32.0 (83828951)|VARIABLE_ASSIGNMENT|[3]|this.qstion|"Do you Think your Ne (44 more) ..."|0x3dddad4a
16:16:32.0 (83837261)|STATEMENT_EXECUTE|[151]
16:16:32.0 (83853301)|HEAP_ALLOCATE|[151]|Bytes:18
16:16:32.0 (83896582)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"option":"0xc57c34","qstion":"Do you Think your Ne (44 more) ..."}|0x3dddad4a
16:16:32.0 (83906971)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"a1J2t000000nVo6EAE"
16:16:32.0 (83916042)|VARIABLE_ASSIGNMENT|[4]|this.qsId|"a1J2t000000nVo6EAE"|0x3dddad4a
16:16:32.0 (83924743)|STATEMENT_EXECUTE|[152]
16:16:32.0 (83978773)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"option":"0xc57c34","qsId":"a1J2t000000nVo6EAE","qstion":"Do you Think your Ne (44 more) ..."}|0x3dddad4a
16:16:32.0 (83989674)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Single"
16:16:32.0 (83998065)|VARIABLE_ASSIGNMENT|[5]|this.type|"Single"|0x3dddad4a
16:16:32.0 (84006105)|STATEMENT_EXECUTE|[153]
16:16:32.0 (84015825)|HEAP_ALLOCATE|[153]|Bytes:4
16:16:32.0 (84062146)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"option":"0xc57c34","qsId":"a1J2t000000nVo6EAE","qstion":"Do you Think your Ne (44 more) ...","type":"Single"}|0x3dddad4a
16:16:32.0 (84092096)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (84103366)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x3f14dfdb
16:16:32.0 (84135497)|VARIABLE_ASSIGNMENT|[7]|this.multianswrs|[]|0x3dddad4a
16:16:32.0 (84149678)|STATEMENT_EXECUTE|[154]
16:16:32.0 (84203910)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"multianswrs":"0x3f14dfdb","option":"0xc57c34","qsId":"a1J2t000000nVo6EAE","qstion":"Do you Think your Ne (44 more) ...","type":"Single"}|0x3dddad4a
16:16:32.0 (84215499)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|""
16:16:32.0 (84225080)|VARIABLE_ASSIGNMENT|[6]|this.singleanswrs|""|0x3dddad4a
16:16:32.0 (84233129)|STATEMENT_EXECUTE|[155]
16:16:32.0 (84255540)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (84275340)|HEAP_ALLOCATE|[139]|Bytes:5
16:16:32.0 (84293482)|HEAP_ALLOCATE|[139]|Bytes:20
16:16:32.0 (84303472)|VARIABLE_SCOPE_BEGIN|[139]|rIc|Reader_Insight__c|true|false
16:16:32.0 (84388053)|VARIABLE_ASSIGNMENT|[139]|rIc|{"Id":"a1J2t000002JSqKEAW","Options__c":"National;Global/Inte (110 more) ...","Answer_Type__c":"Multi Select","Question__c":"Which Section of The (40 more) ..."}|0x259af1e4
16:16:32.0 (84396444)|STATEMENT_EXECUTE|[139]
16:16:32.0 (84398564)|STATEMENT_EXECUTE|[140]
16:16:32.0 (84402423)|HEAP_ALLOCATE|[140]|Bytes:28
16:16:32.0 (84409264)|CONSTRUCTOR_ENTRY|[140]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.qstionwrapperx
16:16:32.0 (84416715)|VARIABLE_SCOPE_BEGIN|[2]|this|ReaderInsightFormController.qstionwrapperx|true|false
16:16:32.0 (84430984)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x832c984
16:16:32.0 (84447196)|STATEMENT_EXECUTE|[2]
16:16:32.0 (84449526)|STATEMENT_EXECUTE|[3]
16:16:32.0 (84451585)|STATEMENT_EXECUTE|[4]
16:16:32.0 (84453535)|STATEMENT_EXECUTE|[5]
16:16:32.0 (84455596)|STATEMENT_EXECUTE|[6]
16:16:32.0 (84457665)|STATEMENT_EXECUTE|[7]
16:16:32.0 (84459676)|STATEMENT_EXECUTE|[8]
16:16:32.0 (84462585)|CONSTRUCTOR_EXIT|[140]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.qstionwrapperx
16:16:32.0 (84468916)|VARIABLE_SCOPE_BEGIN|[140]|qwrp|ReaderInsightFormController.qstionwrapperx|true|false
16:16:32.0 (84482335)|VARIABLE_ASSIGNMENT|[140]|qwrp|{}|0x832c984
16:16:32.0 (84487936)|STATEMENT_EXECUTE|[141]
16:16:32.0 (84495397)|HEAP_ALLOCATE|[141]|Bytes:4
16:16:32.0 (84508226)|VARIABLE_SCOPE_BEGIN|[141]|optlist|List<ReaderInsightFormController.options>|true|false
16:16:32.0 (84521786)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (84530038)|VARIABLE_ASSIGNMENT|[141]|optlist|[]|0x22f21878
16:16:32.0 (84534467)|STATEMENT_EXECUTE|[142]
16:16:32.0 (84559507)|HEAP_ALLOCATE|[142]|Bytes:8
16:16:32.0 (84565128)|HEAP_ALLOCATE|[142]|Bytes:20
16:16:32.0 (84568328)|HEAP_ALLOCATE|[142]|Bytes:15
16:16:32.0 (84571319)|HEAP_ALLOCATE|[142]|Bytes:8
16:16:32.0 (84576388)|HEAP_ALLOCATE|[142]|Bytes:6
16:16:32.0 (84581218)|HEAP_ALLOCATE|[142]|Bytes:18
16:16:32.0 (84585759)|HEAP_ALLOCATE|[142]|Bytes:10
16:16:32.0 (84590249)|HEAP_ALLOCATE|[142]|Bytes:17
16:16:32.0 (84594439)|HEAP_ALLOCATE|[142]|Bytes:20
16:16:32.0 (84599439)|HEAP_ALLOCATE|[142]|Bytes:40
16:16:32.0 (84633520)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
16:16:32.0 (84661500)|VARIABLE_ASSIGNMENT|[142]|plValues|"List of size 9 too large to display"|0x3b01e1fa
16:16:32.0 (84693082)|HEAP_ALLOCATE|[143]|Bytes:5
16:16:32.0 (84708831)|HEAP_ALLOCATE|[143]|Bytes:8
16:16:32.0 (84718111)|VARIABLE_SCOPE_BEGIN|[143]|str|String|false|false
16:16:32.0 (84731092)|VARIABLE_ASSIGNMENT|[143]|str|"National"
16:16:32.0 (84737763)|STATEMENT_EXECUTE|[143]
16:16:32.0 (84740952)|STATEMENT_EXECUTE|[144]
16:16:32.0 (84744893)|HEAP_ALLOCATE|[144]|Bytes:12
16:16:32.0 (84751213)|CONSTRUCTOR_ENTRY|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (84757853)|VARIABLE_SCOPE_BEGIN|[11]|this|ReaderInsightFormController.options|true|false
16:16:32.0 (84772072)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x5179dfa2
16:16:32.0 (84787623)|STATEMENT_EXECUTE|[11]
16:16:32.0 (84789884)|STATEMENT_EXECUTE|[12]
16:16:32.0 (84792094)|STATEMENT_EXECUTE|[13]
16:16:32.0 (84795054)|CONSTRUCTOR_EXIT|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (84801524)|VARIABLE_SCOPE_BEGIN|[144]|opt|ReaderInsightFormController.options|true|false
16:16:32.0 (84811334)|VARIABLE_ASSIGNMENT|[144]|opt|{}|0x5179dfa2
16:16:32.0 (84816364)|STATEMENT_EXECUTE|[145]
16:16:32.0 (84829264)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x5179dfa2
16:16:32.0 (84839365)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"National"
16:16:32.0 (84847725)|VARIABLE_ASSIGNMENT|[12]|this.label|"National"|0x5179dfa2
16:16:32.0 (84856384)|STATEMENT_EXECUTE|[146]
16:16:32.0 (84870545)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"National"}|0x5179dfa2
16:16:32.0 (84878806)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"National"
16:16:32.0 (84886136)|VARIABLE_ASSIGNMENT|[13]|this.value|"National"|0x5179dfa2
16:16:32.0 (84894576)|STATEMENT_EXECUTE|[147]
16:16:32.0 (84902047)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (84915346)|HEAP_ALLOCATE|[143]|Bytes:5
16:16:32.0 (84926506)|HEAP_ALLOCATE|[143]|Bytes:20
16:16:32.0 (84933017)|VARIABLE_SCOPE_BEGIN|[143]|str|String|false|false
16:16:32.0 (84941368)|VARIABLE_ASSIGNMENT|[143]|str|"Global/International"
16:16:32.0 (84945117)|STATEMENT_EXECUTE|[143]
16:16:32.0 (84947168)|STATEMENT_EXECUTE|[144]
16:16:32.0 (84950488)|HEAP_ALLOCATE|[144]|Bytes:12
16:16:32.0 (84955717)|CONSTRUCTOR_ENTRY|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (84961448)|VARIABLE_SCOPE_BEGIN|[11]|this|ReaderInsightFormController.options|true|false
16:16:32.0 (84971488)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x4f9952e0
16:16:32.0 (84984188)|STATEMENT_EXECUTE|[11]
16:16:32.0 (84986438)|STATEMENT_EXECUTE|[12]
16:16:32.0 (84988558)|STATEMENT_EXECUTE|[13]
16:16:32.0 (84991699)|CONSTRUCTOR_EXIT|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (84997609)|VARIABLE_SCOPE_BEGIN|[144]|opt|ReaderInsightFormController.options|true|false
16:16:32.0 (85008259)|VARIABLE_ASSIGNMENT|[144]|opt|{}|0x4f9952e0
16:16:32.0 (85013139)|STATEMENT_EXECUTE|[145]
16:16:32.0 (85026109)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x4f9952e0
16:16:32.0 (85034860)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Global/International"
16:16:32.0 (85044100)|VARIABLE_ASSIGNMENT|[12]|this.label|"Global/International"|0x4f9952e0
16:16:32.0 (85051900)|STATEMENT_EXECUTE|[146]
16:16:32.0 (85066000)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"Global/International"}|0x4f9952e0
16:16:32.0 (85074291)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Global/International"
16:16:32.0 (85082051)|VARIABLE_ASSIGNMENT|[13]|this.value|"Global/International"|0x4f9952e0
16:16:32.0 (85089350)|STATEMENT_EXECUTE|[147]
16:16:32.0 (85096821)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (85109502)|HEAP_ALLOCATE|[143]|Bytes:5
16:16:32.0 (85118702)|HEAP_ALLOCATE|[143]|Bytes:15
16:16:32.0 (85125441)|VARIABLE_SCOPE_BEGIN|[143]|str|String|false|false
16:16:32.0 (85133662)|VARIABLE_ASSIGNMENT|[143]|str|"Local/City News"
16:16:32.0 (85137351)|STATEMENT_EXECUTE|[143]
16:16:32.0 (85139351)|STATEMENT_EXECUTE|[144]
16:16:32.0 (85142532)|HEAP_ALLOCATE|[144]|Bytes:12
16:16:32.0 (85148242)|CONSTRUCTOR_ENTRY|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (85153192)|VARIABLE_SCOPE_BEGIN|[11]|this|ReaderInsightFormController.options|true|false
16:16:32.0 (85163503)|VARIABLE_ASSIGNMENT|[11]|this|{}|0x7d9ab2b3
16:16:32.0 (85176373)|STATEMENT_EXECUTE|[11]
16:16:32.0 (85178482)|STATEMENT_EXECUTE|[12]
16:16:32.0 (85180432)|STATEMENT_EXECUTE|[13]
16:16:32.0 (85183202)|CONSTRUCTOR_EXIT|[144]|01p2t000000Ta9s|<init>()|ReaderInsightFormController.options
16:16:32.0 (85188023)|VARIABLE_SCOPE_BEGIN|[144]|opt|ReaderInsightFormController.options|true|false
16:16:32.0 (85198384)|VARIABLE_ASSIGNMENT|[144]|opt|{}|0x7d9ab2b3
16:16:32.0 (85202694)|STATEMENT_EXECUTE|[145]
16:16:32.0 (85215854)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x7d9ab2b3
16:16:32.0 (85224424)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Local/City News"
16:16:32.0 (85231815)|VARIABLE_ASSIGNMENT|[12]|this.label|"Local/City News"|0x7d9ab2b3
16:16:32.0 (85240194)|STATEMENT_EXECUTE|[146]
16:16:32.0 (85253985)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"label":"Local/City News"}|0x7d9ab2b3
16:16:32.0 (85262305)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Local/City News"
16:16:32.0 (85269545)|VARIABLE_ASSIGNMENT|[13]|this.value|"Local/City News"|0x7d9ab2b3
16:16:32.0 (85277906)|STATEMENT_EXECUTE|[147]
16:16:32.0 (85284146)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (85297085)|HEAP_ALLOCATE|[143]|Bytes:5
16:16:32.0 (85306426)|HEAP_ALLOCATE|[143]|Bytes:8
16:16:32.0 (85312656)|VARIABLE_SCOPE_BEGIN|[143]|str|String|false|false
16:16:32.0 (85320486)|VARIABLE_ASSIGNMENT|[143]|str|"Business"
16:16:32.0 (85324147)|STATEMENT_EXECUTE|[143]
16:16:32.0 (85326217)|STATEMENT_EXECUTE|[144]
16:16:32.0 (85329377)|HEAP_ALLOCATE|[144]|Bytes:12
